deviceId,timestamp,data,value,change
22229D7,2021-02-12 16:04:34,CH6,749.3,-495.29999999999995
22229D7,2021-02-12 16:09:07,CH1,24000.0,-18000.0
22229D7,2021-02-12 16:09:07,CH2,-506.0,-23.0
22229D7,2021-02-12 16:09:07,CH3,1114.3,-2532.5
22229D7,2021-02-12 16:09:07,CH4,145.2,89.1
22229D7,2021-02-12 16:09:07,CH5,5000000000.0,1900000000.0
22229D7,2021-02-12 16:09:07,CH6,1104.8999999999999,355.59999999999997
22229D9,2021-02-12 16:09:08,CH1,42000.0,-6000.0
22229D9,2021-02-12 16:09:08,CH2,-552.0,-322.0
22229D9,2021-02-12 16:09:08,CH3,2633.7999999999997,2532.5
22229D9,2021-02-12 16:09:08,CH4,0.0,-132.0
22229D9,2021-02-12 16:09:08,CH5,700000000.0,-6000000000.0
22229D9,2021-02-12 16:09:08,CH6,736.5999999999999,101.6
