location,deviceId,timestamp,data,value,change
SA,22229D7,2021-02-12 16:01:41,CH2,-23.0,460.0
SA,22229D7,2021-02-12 16:01:41,CH3,3241.6,-303.9
SA,22229D7,2021-02-12 16:01:41,CH4,99.0,-9.899999999999999
SA,22229D7,2021-02-12 16:01:41,CH5,2100000000.0,-2900000000.0
SA,22229D7,2021-02-12 16:01:41,CH6,1193.8,12.7
SA,22229D9,2021-02-12 16:01:53,CH1,16.0,-14.0
SA,22229D9,2021-02-12 16:01:53,CH2,-276.0,-69.0
SA,22229D9,2021-02-12 16:01:53,CH3,1013.0,-2431.2
SA,22229D9,2021-02-12 16:01:53,CH4,188.1,3.3
SA,22229D9,2021-02-12 16:01:53,CH5,7200000000.0,100000000.0
SA,22229D9,2021-02-12 16:01:53,CH6,546.1,139.7
SA,22229D7,2021-02-12 16:01:56,CH1,0.0,-10.0
SA,22229D7,2021-02-12 16:01:56,CH2,-368.0,-345.0
SA,22229D7,2021-02-12 16:01:56,CH3,2937.7,-303.9
SA,22229D7,2021-02-12 16:01:56,CH4,128.7,29.7
SA,22229D7,2021-02-12 16:01:56,CH5,3200000000.0,1100000000.0
SA,22229D7,2021-02-12 16:01:56,CH6,38.099999999999994,-1155.7
SA,22229D7,2021-02-12 16:04:12,CH1,18.0,18.0
SA,22229D7,2021-02-12 16:04:12,CH2,-23.0,345.0
SA,22229D7,2021-02-12 16:04:12,CH3,1620.8,-1316.8999999999999
SA,22229D7,2021-02-12 16:04:12,CH4,168.29999999999998,39.599999999999994
SA,22229D7,2021-02-12 16:04:12,CH5,6600000000.0,3400000000.0
SA,22229D7,2021-02-12 16:04:12,CH6,1244.6,1206.5
SA,22229D9,2021-02-12 16:04:15,CH1,12.0,-4.0
SA,22229D9,2021-02-12 16:04:15,CH2,-621.0,-345.0
SA,22229D9,2021-02-12 16:04:15,CH3,506.5,-506.5
SA,22229D9,2021-02-12 16:04:15,CH4,59.4,-128.7
SA,22229D9,2021-02-12 16:04:15,CH5,4600000000.0,-2600000000.0
SA,22229D9,2021-02-12 16:04:15,CH6,241.29999999999998,-304.79999999999995
