deviceId,timestamp,data,value,change
22229D7,2021-02-09 10:56:08,CH1,32.4,32.4
22229D7,2021-02-09 10:56:08,CH2,10.0,-150.0
22229D7,2021-02-09 10:56:08,CH3,1600.0,-1300.0
22229D7,2021-02-09 10:56:08,CH4,51000.0,12000.0
22229D7,2021-02-09 10:56:08,CH5,660000.0,340000.0
22229D7,2021-02-09 10:56:08,CH6,9800000.0,9500000.0
22229D9,2021-02-09 10:56:19,CH1,32.4,25.2
22229D9,2021-02-09 10:56:19,CH2,260.0,40.0
22229D9,2021-02-09 10:56:19,CH3,3000.0,500.0
22229D9,2021-02-09 10:56:19,CH4,51000.0,19000.0
22229D9,2021-02-09 10:56:19,CH5,470000.0,-320000.0
22229D9,2021-02-09 10:56:19,CH6,2800000.0,-6000000.0
22229D7,2021-02-09 10:56:26,CH1,50.4,18.0
22229D7,2021-02-09 10:56:26,CH2,210.0,200.0
22229D7,2021-02-09 10:56:26,CH3,3600.0,2000.0
22229D7,2021-02-09 10:56:26,CH4,17000.0,-34000.0
22229D7,2021-02-09 10:56:26,CH5,310000.0,-350000.0
22229D7,2021-02-09 10:56:26,CH6,5900000.0,-3900000.0
